entity,label,source_url
Attributes,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Vernaculars,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Links,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Images,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Nomenclature,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
A.,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Nice,LOC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Alpes Maritimes,LOC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
F.G. Levrault,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Crustacés,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Myriapodes,LOC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Radiaires,ORG,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Zoophytes].,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
H. M. D. de,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Malacoz,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
<i>in</i,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Dictonnaire des Sciences Naturelles,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
F. Cuvier,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Strasbourg & Le Normant,ORG,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
G. W.,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
<i>Manual of conchology,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
structural and systematic,ORG,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
with illustrations of the species</i>,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Philadelphia,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Dec,LOC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
pls,LOC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
March 1879,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
June,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
"Rafinesque, C.S.",MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Mr. C.S. Rafinesque,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Summary of the discoveries and somiological works of Mr. C.S. Rafinesque-Schmaltz between 1800 and 1814,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
to serve as an introduction to his future,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
works.]. <em>Palerme.</em> :1-55,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Gray,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
J. E.,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
<i>,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Catalogue of the Mollusca in the collection of the British Museum I,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
London,LOC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
British Museum,LOC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Gmelin,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
J. F.,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Caroli,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Linné Systema Naturae,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Tome 1(6,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Vermes,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
G. E. Beer,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Lipsiae,LOC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Leipzig].,LOC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
L.,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Lehrbuch der Naturgeschichte,ORG,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Zoologie,LOC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Fleischlose Thiere,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Leipzig,LOC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Reclam & Jena,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
including plates atlas of T.1,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
L. A. G.,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
<i>Sepia,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Société d'Histoire Naturelle de Paris,ORG,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Pl,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Norman M.D.,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Finn J.K. & Hochberg F.G.,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Family Octopodidae,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
C.F.E. Roper,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
M.D. Norman & J.K. Finn eds,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
<i>Cephalopods of the world,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
An annotated and illustrated catalogue of cephalopod species known to date</i>. Volume 3,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Octopods and Vampire Squids,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
FAO Species Catalogue for Fishery Purposes,ORG,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Rome,LOC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
FAO].</em,LOC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Ecology ecology,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Looby,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Erbe,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
C.,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Bravo,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
S.,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Cox,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
K.,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Davies,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
H. L.,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Di Iorio,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Jézéquel,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Y.,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Juanes,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
F.,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Martin,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
C. W.,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Mooney,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
T. A.,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Radford,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
L. K.,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Rice,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
A. N.,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Riera,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Rountree,LOC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
R.,LOC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Spriel,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
B.,LOC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Stanley,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
J.,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Vela,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
S.,LOC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Parsons,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
M. J. G.,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Global,ORG,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
sonifery,LOC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Scientific Data.</em> 10(1,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
IMIS,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Other,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Deepsea,LOC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Intergovernmental Oceanographic,ORG,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
IOC,ORG,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
UNESCO,ORG,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
The Ocean Biogeographic Information,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
OBIS,ORG,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
HKRMS,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
City University of Hong Kong,ORG,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Provision of Services for Species Identification and Data Analysis ofEpibenthic,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Environmental Protection,ORG,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Department of Biology and Chemistry,ORG,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
City University,ORG,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
WoRCS,LOC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Digenis,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
M.,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Ragkousis,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Dimitriadis,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
C.,LOC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Katsanevakis,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Gerovasileiou,LOC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
V.,LOC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Assessing the Motile Fauna of Eastern Mediterranean Marine Caves,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Available for editors,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Bermuda) Jensen,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
R. H.,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Checklist and Bibliography of the Marine Molluscs of Bermuda,ORG,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Unp,LOC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Gao,LOC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Natsukari,ORG,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Y.,LOC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Karyological Studies on Seven Cephalopods,ORG,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
The Japanese Journals of Malacology).</em> 49(2):126-145,ORG,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Roper,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
C.F.E.,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
M.J. Sweeney & C.E. Nauen,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
FAO,ORG,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Vol 3,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Cephalopods of the World,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
An annotated and illustrated catalogue of species of interest to fisheries,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
FAO Fish,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Synop,LOC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Norman M.D. & Hochberg,ORG,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
state of Octopus taxonomy,ORG,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Leslie,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
R. & Lipinski,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Phylum Mollusca,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Atkinson,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
L.J. and Sink,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
K.J.,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Field Guide to the Offshore Marine Invertebrates of South Africa,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Malachite Marketing and Media,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Pretoria,LOC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Pp,LOC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Present Present in aphia/obis,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Inaccurate Introduced,ORG,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Collapse all Expand all From editor or global species database,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Unreviewed Authority Winkworth,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Jaeckel,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Other authors however mention,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
McKay & Smith,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Heppel & Smith,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Until the,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Distribution circum-global,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Habitat coastal to shelf,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Habitat Known from seamounts and knolls,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Collapse all Expand all Definitions Language Name Albanian,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Catalan pop ver pop,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Czech,LOC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
ottearmet blæksprutte,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Dutch kraak gewoone,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
European,ORG,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Atlantic,ORG,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
French,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Galician,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
German Polyp Krake gewöhnlicher,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Krake Gemeiner,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Krake,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Hassaniyya azeiz,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Italian,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Japanese,LOC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Modern Greek,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Χταπόδι,LOC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Polish,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Portuguese,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Russian obiknovenniy,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Spanish,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Swedish attaarmade bläckfiskar,ORG,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Marine Life Information Network,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
To Biodiversity Heritage Library,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Octopus heteropus Rafinesque,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Octopus moschatus Rafinesque,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Octopus tetradynamus Rafinesque,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
To Biological Information System for Marine Life,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
BISMaL,LOC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
To European Nucleotide Archive,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
ENA,ORG,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
To FAO Species,ORG,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
To Fishipedia To GenBank,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
To Global Biotic Interactions,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
GloBI,ORG,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
To IUCN Red List,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Least,ORG,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
To NMNH,ORG,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Collection,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
USNM,LOC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
To PESI To PESI,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
To PESI,LOC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Octopus pilosus Risso,ORG,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Octopus tritentaculatus Risso,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Sepia octopus Gmelin,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Octopus cassiopea Gray,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
To USNM Invertebrate Zoology Mollusca Collection,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
To USNM Invertebrate Zoology Mollusca Collection To Yale Peabody Museum of Natural History,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
YPM IZ,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
To ITIS,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Unreviewed To NMNH,ORG,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Hosted,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
To Yale Peabody Museum of Natural History,ORG,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Octopus vulgaris Octopus vulgaris Octopus vulgaris Octopus vulgaris Octopus vulgaris Octopus vulgaris Octopus vulgaris Octopus vulgaris,ORG,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
WoRMS What is WoRMS What is LifeWatch Subregisters Partners WoRMS,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
WoRMS in literature Using WoRMS Citing WoRMS Terms of,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Request access,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Match Taxa,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Connect with us Send us an,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Twitter,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
RSS Feed LinkedIn,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Bluesky,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
This,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
LifeWatch Belgium Learn more»,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Marine Institute,ORG,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140605
Ammonicera fischeriana,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140612
Monterosato,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140612
To GB Mollusca Types,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140612
Homalogyra fischeriana Monterosato,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140612
Non-type material,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140612
Gastropoda,LOC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140612
Heterobranchia,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140612
Lower Heterobranchia,LOC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140612
Infraclass,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140612
Omalogyroidea,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140612
Superfamily,LOC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140612
Omalogyridae,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140612
Family,LOC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140612
Ammonicera,LOC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140612
Ammonicera fischeriana,LOC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140612
Rank Species Parent Ammonicera Vayssière,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140612
Original name Homalogyra,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140612
Synonymised names Homalogyra,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140612
Homalogyra,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140612
T. A. di,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140612
Conchyliologie.</em> 7,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140612
XIII,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140612
figs1–3,LOC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140612
July 16th,LOC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140612
fig,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140612
Taxonomic,LOC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140612
Accessed through: World Register of Marine Species at,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140612
Date action by 2004-12-21 15:54:05Z created Gofas,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140612
Serge Licensing,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140612
Creative Commons Attribution,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140612
Le Renard,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140612
P.,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140612
Mollusca,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140612
Costello,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140612
M.J. et al.,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140612
European Register of Marine Species,ORG,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140612
Europe and,ORG,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140612
Patrimoines,LOC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140612
Oliver,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140612
J. D.,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140612
Rolán,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140612
E.,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140612
The,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140612
Ammonicera</i,LOC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140612
Heterobranchia,LOC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140612
Omalogyridae,LOC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140612
Eastern Atlantic,ORG,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140612
Collapse all Expand all Unreviewed,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140612
Collapse all Expand all Definitions To Biodiversity Heritage Library,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140612
To Malacopics,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140612
Spain,LOC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140612
Islas Baleares,LOC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140612
Formentera,LOC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140612
To PESI To PESI,LOC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140612
From editor or global,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140612
Hosted,ORG,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140612
Specimen from La Goulette,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140612
Tunisia,LOC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140612
Unreviewed To Malacopics,ORG,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140612
Hosted,LOC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140612
What is,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140612
Partners WoRMS,ORG,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140612
Tools WoRMS,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140612
Privacy and,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140612
Ammonicera lignea,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140613
Palazzi,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140613
AphiaID,ORG,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140613
marinespecies.org,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140613
Ammonicera lignea,LOC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140613
Original name Ammonicerina lignea Palazzi,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140613
Synonymised names Ammonicerina lignea Palazzi,ORG,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140613
Ammonicerina lignea Palazzi,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140613
Palazzi,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140613
maderensi,LOC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140613
<em>Bollettino Malacologico.</em> 24: 101-111,LOC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140613
Ammonicera lignea,PER,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140613
Accessed through: World Register of Marine Species at:,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140613
https://www.marinespecies.org/aphia.php?p=taxdetails&id=140613,MISC,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140613
