subject,subject_label,relation,object,object_label,sentence,source_url
poulpe,SPECIES,développer,un nouveau matériau à base de fibre de verre et de silicone reproduisant la biophysique des papilles,NOUN,"De même, les mécanismes de camouflage des poulpes ont inspiré une équipe de chercheurs américains qui ont développé un nouveau matériau à base de fibre de verre et de silicone reproduisant la biophysi",https://fr.wikipedia.org/wiki/Pieuvre
poulpe,SPECIES,reproduire,la biophysique des papilles de la peau des poulpes,NOUN,"De même, les mécanismes de camouflage des poulpes ont inspiré une équipe de chercheurs américains qui ont développé un nouveau matériau à base de fibre de verre et de silicone reproduisant la biophysi",https://fr.wikipedia.org/wiki/Pieuvre
pieuvre,SPECIES,diffus,"la légende du kraken , pieuvre gigantesque réputée capable de tirer des navires par le fond , mythe ",NOUN,"Au XVIIIe siècle se diffuse la légende du kraken, pieuvre gigantesque réputée capable de tirer des navires par le fond, mythe peut-être né à partir d'observations de débris d'Architeuthis (calmar géan",https://fr.wikipedia.org/wiki/Pieuvre
pieuvre,SPECIES,tirer,des navires,NOUN,"Au XVIIIe siècle se diffuse la légende du kraken, pieuvre gigantesque réputée capable de tirer des navires par le fond, mythe peut-être né à partir d'observations de débris d'Architeuthis (calmar géan",https://fr.wikipedia.org/wiki/Pieuvre
pieuvre,SPECIES,devenir,des épouvantails grâce respectivement,NOUN,Puis la pieuvre et le calmar géant deviennent des épouvantails grâce respectivement à Victor Hugo dans Les Travailleurs de la mer en 1866 et à Jules Verne dans Vingt Mille Lieues sous les mers en 1870,https://fr.wikipedia.org/wiki/Pieuvre
pieuvre,SPECIES,devenir,le symbole métaphorique,NOUN,Puis la pieuvre et le calmar géant deviennent des épouvantails grâce respectivement à Victor Hugo dans Les Travailleurs de la mer en 1866 et à Jules Verne dans Vingt Mille Lieues sous les mers en 1870,https://fr.wikipedia.org/wiki/Pieuvre
pieuvre,SPECIES,devenir,des réseaux mafieux ou de toute organisation tentaculaire accaparant secrètement des ressources ou l,NOUN,Puis la pieuvre et le calmar géant deviennent des épouvantails grâce respectivement à Victor Hugo dans Les Travailleurs de la mer en 1866 et à Jules Verne dans Vingt Mille Lieues sous les mers en 1870,https://fr.wikipedia.org/wiki/Pieuvre
pieuvre,SPECIES,accaparer,secrètement des ressources,NOUN,Puis la pieuvre et le calmar géant deviennent des épouvantails grâce respectivement à Victor Hugo dans Les Travailleurs de la mer en 1866 et à Jules Verne dans Vingt Mille Lieues sous les mers en 1870,https://fr.wikipedia.org/wiki/Pieuvre
céphalopode,SPECIES,voir,tout céphalopode,NOUN,"Par ailleurs, l'être humain, exploiteur insatiable des ressources marines, voit tout céphalopode mangeur de poissons, de crustacés ou de coquillages comme un dangereux concurrent.",https://fr.wikipedia.org/wiki/Pieuvre
céphalopode,SPECIES,voir,de crustacés ou de coquillages comme un dangereux concurrent,NOUN,"Par ailleurs, l'être humain, exploiteur insatiable des ressources marines, voit tout céphalopode mangeur de poissons, de crustacés ou de coquillages comme un dangereux concurrent.",https://fr.wikipedia.org/wiki/Pieuvre
céphalopode,SPECIES,relater,sa tentative de capture d' un céphalopode géant,NOUN,"Bien qu'inspiré par le récit du capitaine Frédéric Bouyer de l'aviso Alecton relatant sa tentative de capture d'un céphalopode géant en 1861, le monstre marin, mi-pieuvre, mi-calmar attaquant le sous-",https://fr.wikipedia.org/wiki/Pieuvre
céphalopode,SPECIES,attaquer,le sous-marin Nautilus du capitaine Nemo,NOUN,"Bien qu'inspiré par le récit du capitaine Frédéric Bouyer de l'aviso Alecton relatant sa tentative de capture d'un céphalopode géant en 1861, le monstre marin, mi-pieuvre, mi-calmar attaquant le sous-",https://fr.wikipedia.org/wiki/Pieuvre
poulpe,SPECIES,montrer,plutôt craintifs,ADJ,"=== Familiarisation et dressage === En aquarium, tout comme certaines murènes, il arrive que certains poulpes habitués à l'homme deviennent familiers, alors qu'en milieu naturel ils se montrent plutôt",https://fr.wikipedia.org/wiki/Pieuvre
céphalopode,SPECIES,reconnaître,"les céphalopodes ( dont octopodes , calmars et seiches )",NOUN,"En 2021, le Royaume-Uni, à la suite d'un rapport commandé par le gouvernement à la London School of Economics a officiellement reconnu les céphalopodes (dont octopodes, calmars et seiches) et les crus",https://fr.wikipedia.org/wiki/Pieuvre
céphalopode,SPECIES,éprouver,des sensations,NOUN,"En 2021, le Royaume-Uni, à la suite d'un rapport commandé par le gouvernement à la London School of Economics a officiellement reconnu les céphalopodes (dont octopodes, calmars et seiches) et les crus",https://fr.wikipedia.org/wiki/Pieuvre
pieuvre,SPECIES,remarquer,"les pratiques sexuelles des pieuvres , qui ont inspiré Hokusai",NOUN,"Au Japon, les plongeuses ama ont remarqué les pratiques sexuelles des pieuvres, qui ont inspiré Hokusai.",https://fr.wikipedia.org/wiki/Pieuvre
pieuvre,SPECIES,croiser,"les personnalités de personnages variés : jeune femme , pieuvre , phoque",NOUN,"Erin Hortle croise avec empathie les personnalités de personnages variés : jeune femme, pieuvre, phoque.",https://fr.wikipedia.org/wiki/Pieuvre
pieuvre,SPECIES,raconter,la relation entretenue une année durant entre Craig Foster et un poulpe sauvage qu' il apprivoise,NOUN,"Le film La Sagesse de la pieuvre (2020), documentaire sud-africain réalisé par Pippa Ehrlich et James Reed, raconte la relation entretenue une année durant entre Craig Foster et un poulpe sauvage qu'i",https://fr.wikipedia.org/wiki/Pieuvre
céphalopode,SPECIES,occuper,le rôle,NOUN,"Dans l'épisode 4 de la série documentaire Animal (en) (saison 1, 2021), consacré aux céphalopodes (Octopus), produit et dirigé par Anuschka Schofield pour Plimsoll Productions, le poulpe occupe le rôl",https://fr.wikipedia.org/wiki/Pieuvre
céphalopode,SPECIES,occuper,le plus important,ADJ,"Dans l'épisode 4 de la série documentaire Animal (en) (saison 1, 2021), consacré aux céphalopodes (Octopus), produit et dirigé par Anuschka Schofield pour Plimsoll Productions, le poulpe occupe le rôl",https://fr.wikipedia.org/wiki/Pieuvre
pieuvre,SPECIES,cracher,des cailloux,NOUN,Les Octorok sont des pieuvres capable de cracher des cailloux dans The Legend of Zelda.,https://fr.wikipedia.org/wiki/Pieuvre
poulpe,SPECIES,imaginer,les Octalings,NOUN,"Les créateurs de Splatoon ont imaginé les Octalings, des poulpes historiquement ennemis des personnages jouables principaux, les Inklings, mais devenant leurs camarades de jeux à la suite d'un DLC dan",https://fr.wikipedia.org/wiki/Pieuvre
poulpe,SPECIES,devenir,leurs camarades de jeux,NOUN,"Les créateurs de Splatoon ont imaginé les Octalings, des poulpes historiquement ennemis des personnages jouables principaux, les Inklings, mais devenant leurs camarades de jeux à la suite d'un DLC dan",https://fr.wikipedia.org/wiki/Pieuvre
pieuvre,SPECIES,tirer,de l' encre,NOUN,contrôle une pieuvre qui peut tirer de l'encre sur ses ennemis.,https://fr.wikipedia.org/wiki/Pieuvre
pieuvre,SPECIES,inclure,"les pieuvres , calmars et seiches ( groupe des coléoïdes )",NOUN,"Cette classe inclut notamment les pieuvres, calmars et seiches (groupe des coléoïdes), et les nautiles (groupe des nautiloïdes).",https://fr.wikipedia.org/wiki/C%C3%A9phalopode
céphalopode,SPECIES,faciliter,la fossilisation,NOUN,"Environ 11 000 taxons fossiles ont été décrits, bien que le corps mou des céphalopodes ne facilite pas la fossilisation.",https://fr.wikipedia.org/wiki/C%C3%A9phalopode
céphalopode,SPECIES,nourrir,"d' autres mollusques , de poissons et de crustacés",NOUN,"Les céphalopodes actuels sont des prédateurs marins : ils se nourrissent d'autres mollusques, de poissons et de crustacés.",https://fr.wikipedia.org/wiki/C%C3%A9phalopode
céphalopode,SPECIES,étudier,les céphalopodes du point de vue phylogénétique,NOUN,La teuthologie est la branche des sciences naturelles qui étudie les céphalopodes du point de vue phylogénétique.,https://fr.wikipedia.org/wiki/C%C3%A9phalopode
céphalopode,SPECIES,conserver,la symétrie bilatérale,NOUN,"Les céphalopodes ont conservé la symétrie bilatérale car au cours de leur développement, ils subissent cette flexion, mais pas de torsion, ni d'enroulement de la masse viscérale.",https://fr.wikipedia.org/wiki/C%C3%A9phalopode
céphalopode,SPECIES,subir,cette flexion,NOUN,"Les céphalopodes ont conservé la symétrie bilatérale car au cours de leur développement, ils subissent cette flexion, mais pas de torsion, ni d'enroulement de la masse viscérale.",https://fr.wikipedia.org/wiki/C%C3%A9phalopode
céphalopode,SPECIES,assurer,une propulsion à reculons,NOUN,Les céphalopodes sont ainsi complètement enveloppés par leur manteau ouvert à l'avant par cet entonnoir qui assure une propulsion à reculons.,https://fr.wikipedia.org/wiki/C%C3%A9phalopode
poulpe,SPECIES,suivre,les groupes,NOUN,"suivant les groupes, d'une coquille à chambre et siphon, d'une coquille interne parfois réduite à une plume chitineuse ou encore d'aucune ossature (comme pour les poulpes).",https://fr.wikipedia.org/wiki/C%C3%A9phalopode
céphalopode,SPECIES,posséder,une vision binoculaire,NOUN,"Les céphalopodes possèdent une vision binoculaire avec des yeux de chaque côté de la tête, la plupart du temps assez grands.",https://fr.wikipedia.org/wiki/C%C3%A9phalopode
céphalopode,SPECIES,percevoir,les sons,NOUN,Les céphalopodes perçoivent les sons grâce à leurs statocystes.,https://fr.wikipedia.org/wiki/C%C3%A9phalopode
pieuvre,SPECIES,révéler,une céphalisation poussée et les capacités de résolution de problèmes observées chez les pieuvres,NOUN,"Il révèle une céphalisation poussée et les capacités de résolution de problèmes observées chez les pieuvres, par exemple, sont étonnantes.",https://fr.wikipedia.org/wiki/C%C3%A9phalopode
céphalopode,SPECIES,dire,des céphalopodes à dix bras,NOUN,"Les Decabrachia, c'est-à-dire des céphalopodes à dix bras, ont généralement huit bras fonctionnant par paire et deux longs tentacules, aussi appelés « fouets » et aux extrémités plus larges appelées «",https://fr.wikipedia.org/wiki/C%C3%A9phalopode
octopode,SPECIES,prendre,de nombreuses formes et textures,NOUN,"Le manteau prend de nombreuses formes et textures : en forme de fuseau (calmar), en forme de bourse (octopodes) ou de spirale (nautile).",https://fr.wikipedia.org/wiki/C%C3%A9phalopode
chromatophore,SPECIES,exprimer,des « sentiments »,NOUN,"Elle est entièrement couverte d'organes colorés (chromatophores) qui, sous l'action du cerveau, permettent aux céphalopodes de changer brusquement de couleur, voire de texture de peau pour exprimer de",https://fr.wikipedia.org/wiki/C%C3%A9phalopode
octopode,SPECIES,posséder,une ( triangulaire,ADJ,"Chez les coléoïdes, les octopodes n'ont pas de nageoires et rampent, contrairement aux décapodes qui en possèdent une (triangulaire en position antérieur pour le calmar et tout autour du corps pour le",https://fr.wikipedia.org/wiki/C%C3%A9phalopode
octopode,SPECIES,posséder,une coquille interne,NOUN,"Par contre, chez les coléoïdes, les décapodes possèdent une coquille interne en position dorsale, mais les octopodes eux sont sans coquille.",https://fr.wikipedia.org/wiki/C%C3%A9phalopode
chromatophore,SPECIES,avertir,les prédateurs,NOUN,"Les céphalopodes peuvent changer de couleur et de motif en quelques millisecondes, que ce soit pour le signalement (tant au sein de l'espèce que pour avertir les prédateurs) ou le camouflage actif, à ",https://fr.wikipedia.org/wiki/C%C3%A9phalopode
chromatophore,SPECIES,exister,des preuves,NOUN,"Bien que les changements de couleur semblent dépendre principalement de la vision, il existe des preuves que les cellules de la peau, en particulier les chromatophores, peuvent détecter la lumière et ",https://fr.wikipedia.org/wiki/C%C3%A9phalopode
chromatophore,SPECIES,détecter,la lumière,NOUN,"Bien que les changements de couleur semblent dépendre principalement de la vision, il existe des preuves que les cellules de la peau, en particulier les chromatophores, peuvent détecter la lumière et ",https://fr.wikipedia.org/wiki/C%C3%A9phalopode
céphalopode,SPECIES,porter,"des motifs colorés plus complexes , de fonction inconnue",NOUN,"Les céphalopodes du Dévonien portent des motifs colorés plus complexes, de fonction inconnue.",https://fr.wikipedia.org/wiki/C%C3%A9phalopode
octopode,SPECIES,déterminer,"l' espèce d' un spécimen : celle des calmars ou de certains octopodes , appelée plume ou gladius ( g",NOUN,"Sa forme est différente pour chaque espèce de coléoïdes, et c'est souvent cette forme qui permet de déterminer l'espèce d'un spécimen : celle des calmars ou de certains octopodes, appelée plume ou gla",https://fr.wikipedia.org/wiki/C%C3%A9phalopode
chromatophore,SPECIES,ouvrir,une glande qui secrète du noir,NOUN,"Sous le siphon s'ouvre une glande qui secrète du noir, quelques gouttes suffisent à troubler l'eau autour du céphalopode, et lui permettre de s'échapper, en combinant cette action avec la transformati",https://fr.wikipedia.org/wiki/C%C3%A9phalopode
chromatophore,SPECIES,troubler,"l' eau autour du céphalopode ,",NOUN,"Sous le siphon s'ouvre une glande qui secrète du noir, quelques gouttes suffisent à troubler l'eau autour du céphalopode, et lui permettre de s'échapper, en combinant cette action avec la transformati",https://fr.wikipedia.org/wiki/C%C3%A9phalopode
chromatophore,SPECIES,combiner,cette action,NOUN,"Sous le siphon s'ouvre une glande qui secrète du noir, quelques gouttes suffisent à troubler l'eau autour du céphalopode, et lui permettre de s'échapper, en combinant cette action avec la transformati",https://fr.wikipedia.org/wiki/C%C3%A9phalopode
céphalopode,SPECIES,déplacer,un mode de locomotion très énergivore par rapport à la locomotion d' ondulation utilisée par les poi,NOUN,"=== Locomotion === La plupart des céphalopodes peuvent se déplacer avec une propulsion par réaction, un mode de locomotion très énergivore par rapport à la locomotion d'ondulation utilisée par les poi",https://fr.wikipedia.org/wiki/C%C3%A9phalopode
céphalopode,SPECIES,semer,la plupart des poissons,NOUN,"En effet, les céphalopodes sont les invertébrés marins les plus rapides : ils peuvent ainsi semer la plupart des poissons.",https://fr.wikipedia.org/wiki/C%C3%A9phalopode
céphalopode,SPECIES,propulser,l' eau en avant par le siphon,NOUN,"Le mouvement des céphalopodes va généralement vers l'arrière, en propulsant l'eau en avant par le siphon, mais la direction peut être contrôlée en le pointant dans des directions différentes.",https://fr.wikipedia.org/wiki/C%C3%A9phalopode
céphalopode,SPECIES,accompagner,cette expulsion de l' eau,NOUN,Certains céphalopodes accompagnent cette expulsion de l'eau avec un bruit d'éclatement pour effrayer les prédateurs potentiels.,https://fr.wikipedia.org/wiki/C%C3%A9phalopode
céphalopode,SPECIES,effrayer,les prédateurs potentiels,NOUN,Certains céphalopodes accompagnent cette expulsion de l'eau avec un bruit d'éclatement pour effrayer les prédateurs potentiels.,https://fr.wikipedia.org/wiki/C%C3%A9phalopode
céphalopode,SPECIES,utiliser,une méthode similaire à la propulsion en dépit de leur taille croissante ( à mesure qu' ils grandiss,NOUN,Les céphalopodes utilisent une méthode similaire à la propulsion en dépit de leur taille croissante (à mesure qu'ils grandissent) changeant la dynamique de l'eau dans laquelle ils se trouvent.,https://fr.wikipedia.org/wiki/C%C3%A9phalopode
céphalopode,SPECIES,changer,la dynamique de l' eau dans laquelle ils se trouvent,NOUN,Les céphalopodes utilisent une méthode similaire à la propulsion en dépit de leur taille croissante (à mesure qu'ils grandissent) changeant la dynamique de l'eau dans laquelle ils se trouvent.,https://fr.wikipedia.org/wiki/C%C3%A9phalopode
céphalopode,SPECIES,utiliser,leurs ailerons (,NOUN,"Ainsi leurs paralarves n'utilisent pas beaucoup leurs ailerons (qui sont moins efficaces à faibles nombres de Reynolds) et utilisent principalement leurs jets pour se propulser vers le haut, tandis qu",https://fr.wikipedia.org/wiki/C%C3%A9phalopode
céphalopode,SPECIES,utiliser,leurs jets,NOUN,"Ainsi leurs paralarves n'utilisent pas beaucoup leurs ailerons (qui sont moins efficaces à faibles nombres de Reynolds) et utilisent principalement leurs jets pour se propulser vers le haut, tandis qu",https://fr.wikipedia.org/wiki/C%C3%A9phalopode
céphalopode,SPECIES,produire,des jets en rentrant leur corps dans leur coquille,NOUN,"On pense que les premiers céphalopodes produisaient des jets en rentrant leur corps dans leur coquille, comme les nautiles actuels.",https://fr.wikipedia.org/wiki/C%C3%A9phalopode
céphalopode,SPECIES,rentrer,leur corps,NOUN,"On pense que les premiers céphalopodes produisaient des jets en rentrant leur corps dans leur coquille, comme les nautiles actuels.",https://fr.wikipedia.org/wiki/C%C3%A9phalopode
céphalopode,SPECIES,correspondre,la longueur de leur corps par seconde,NOUN,"Cette vitesse maximale correspond à huit fois la longueur de leur corps par seconde, une vitesse que peuvent atteindre la plupart des céphalopodes après deux coups de siphon.",https://fr.wikipedia.org/wiki/C%C3%A9phalopode
céphalopode,SPECIES,correspondre,une vitesse que peuvent atteindre la plupart des céphalopodes après deux coups de siphon,NOUN,"Cette vitesse maximale correspond à huit fois la longueur de leur corps par seconde, une vitesse que peuvent atteindre la plupart des céphalopodes après deux coups de siphon.",https://fr.wikipedia.org/wiki/C%C3%A9phalopode
céphalopode,SPECIES,atteindre,la plupart des céphalopodes,NOUN,"Cette vitesse maximale correspond à huit fois la longueur de leur corps par seconde, une vitesse que peuvent atteindre la plupart des céphalopodes après deux coups de siphon.",https://fr.wikipedia.org/wiki/C%C3%A9phalopode
pieuvre,SPECIES,accumuler,des huiles,NOUN,"d'autres, comme certains poissons, accumulent des huiles dans leur foie et quelques pieuvres ont un corps gélatineux avec des ions de chlore légers remplaçant le sulfate de leur corps.",https://fr.wikipedia.org/wiki/C%C3%A9phalopode
pieuvre,SPECIES,remplacer,le sulfate de leur corps,NOUN,"d'autres, comme certains poissons, accumulent des huiles dans leur foie et quelques pieuvres ont un corps gélatineux avec des ions de chlore légers remplaçant le sulfate de leur corps.",https://fr.wikipedia.org/wiki/C%C3%A9phalopode
céphalopode,SPECIES,atteindre,ces distances impressionnantes,NOUN,"Certains céphalopodes sont capables de voler dans les airs sur des distances allant jusqu'à 50 m. Alors que les céphalopodes ne sont pas particulièrement aérodynamiques, ils atteignent ces distances i",https://fr.wikipedia.org/wiki/C%C3%A9phalopode
céphalopode,SPECIES,occuper,toutes les niches écologiques océaniques :,NOUN,"Les céphalopodes occupent presque toutes les niches écologiques océaniques : allant de la plaine abyssale à la surface de l'océan, du littoral à la haute mer.",https://fr.wikipedia.org/wiki/C%C3%A9phalopode
céphalopode,SPECIES,faire,des rares espèces marines qui s' adaptent rapidement à l' anthropisation des océans et aux changemen,NOUN,== État des populations dans le monde == Beaucoup de céphalopodes semblent faire partie des rares espèces marines qui s'adaptent rapidement à l'anthropisation des océans et aux changements globaux ass,https://fr.wikipedia.org/wiki/C%C3%A9phalopode
céphalopode,SPECIES,modifier,l' environnement marin,NOUN,"Il semble que partout où les humains ont modifié l'environnement marin les céphalopodes en profitent, au détriment d’autres espèces.",https://fr.wikipedia.org/wiki/C%C3%A9phalopode
céphalopode,SPECIES,modifier,les céphalopodes,NOUN,"Il semble que partout où les humains ont modifié l'environnement marin les céphalopodes en profitent, au détriment d’autres espèces.",https://fr.wikipedia.org/wiki/C%C3%A9phalopode
céphalopode,SPECIES,favoriser,une sélection naturelle et une adaptation génétique rapide,NOUN,"Une explication pourrait être que les céphalopodes sont (comme les rongeurs sur terre, ou les pigeons en ville) très adaptables aux changements de leur environnement, peut-être grâce à leur cycle rapi",https://fr.wikipedia.org/wiki/C%C3%A9phalopode
céphalopode,SPECIES,régresser,"des poissons prédateurs qui se nourrissent de céphalopodes , de leurs larves , ou qui étaient en con",NOUN,"Les scientifiques supputent que la surpêche est en partie responsable, car elle a fait fortement régresser des poissons prédateurs qui se nourrissent de céphalopodes, de leurs larves, ou qui étaient e",https://fr.wikipedia.org/wiki/C%C3%A9phalopode
céphalopode,SPECIES,montrer,des signes de surexploitation,NOUN,"Même si plusieurs pêcheries de céphalopodes montrent des signes de surexploitation, l'explosion globale de leurs populations (pourtant très recherchées par la pêche industrielle dans le cas du calmar)",https://fr.wikipedia.org/wiki/C%C3%A9phalopode
céphalopode,SPECIES,consommer,30 % de leur poids corporel,NOUN,"Même si plusieurs pêcheries de céphalopodes montrent des signes de surexploitation, l'explosion globale de leurs populations (pourtant très recherchées par la pêche industrielle dans le cas du calmar)",https://fr.wikipedia.org/wiki/C%C3%A9phalopode
octopode,SPECIES,comprendre,"les calmars , les seiches , les octopodes et les vampires des abysses",NOUN,"- s'est éteinte au Crétacé supérieur), la sous-classe des Coléoïdes, qui comprend les calmars, les seiches, les octopodes et les vampires des abysses avec plus de 700 espèces. (apparu au Dévonien).",https://fr.wikipedia.org/wiki/C%C3%A9phalopode
pieuvre,SPECIES,présenter,un excellent potentiel de fossilisation ( notamment les ammonites,NOUN,"Le registre fossile paléozoïque est complexe, car si certains groupes présentent un excellent potentiel de fossilisation (notamment les ammonites), d'autres ont un corps essentiellement mou et ne lais",https://fr.wikipedia.org/wiki/C%C3%A9phalopode
pieuvre,SPECIES,biaiser,le registre,NOUN,"Le registre fossile paléozoïque est complexe, car si certains groupes présentent un excellent potentiel de fossilisation (notamment les ammonites), d'autres ont un corps essentiellement mou et ne lais",https://fr.wikipedia.org/wiki/C%C3%A9phalopode
pieuvre,SPECIES,laisse,de larges parts d' ombre,NOUN,"Le registre fossile paléozoïque est complexe, car si certains groupes présentent un excellent potentiel de fossilisation (notamment les ammonites), d'autres ont un corps essentiellement mou et ne lais",https://fr.wikipedia.org/wiki/C%C3%A9phalopode
chromatophore,SPECIES,contenir,des pigments,NOUN,"Les chromatophores sont des cellules présentes dans le tégument de nombreux groupes d'animaux, contenant des pigments ou réfléchissant la lumière.",https://fr.wikipedia.org/wiki/Chromatophore
chromatophore,SPECIES,réfléchir,la lumière,NOUN,"Les chromatophores sont des cellules présentes dans le tégument de nombreux groupes d'animaux, contenant des pigments ou réfléchissant la lumière.",https://fr.wikipedia.org/wiki/Chromatophore
chromatophore,SPECIES,permettre,l' établissement d' une sous-classification fondée sur leur apparence,NOUN,Ce n'est qu'à partir des années 1960 que la structure et la coloration des chromatophores furent suffisamment connues pour permettre l'établissement d'une sous-classification fondée sur leur apparence,https://fr.wikipedia.org/wiki/Chromatophore
chromatophore,SPECIES,contenir,des pigments ou des structures réfléchissantes (,NOUN,"Si tous les chromatophores contiennent des pigments ou des structures réfléchissantes (à moins de subir une mutation génétique engendrant une anomalie comme l'albinisme), toutes les cellules possédant",https://fr.wikipedia.org/wiki/Chromatophore
chromatophore,SPECIES,subir,une mutation génétique engendrant une anomalie comme l' albinisme ),NOUN,"Si tous les chromatophores contiennent des pigments ou des structures réfléchissantes (à moins de subir une mutation génétique engendrant une anomalie comme l'albinisme), toutes les cellules possédant",https://fr.wikipedia.org/wiki/Chromatophore
chromatophore,SPECIES,engendrer,une anomalie comme l' albinisme ),NOUN,"Si tous les chromatophores contiennent des pigments ou des structures réfléchissantes (à moins de subir une mutation génétique engendrant une anomalie comme l'albinisme), toutes les cellules possédant",https://fr.wikipedia.org/wiki/Chromatophore
chromatophore,SPECIES,posséder,des pigments ne sont pas des chromatophores,NOUN,"Si tous les chromatophores contiennent des pigments ou des structures réfléchissantes (à moins de subir une mutation génétique engendrant une anomalie comme l'albinisme), toutes les cellules possédant",https://fr.wikipedia.org/wiki/Chromatophore
chromatophore,SPECIES,contenir,d' importantes quantités de pigments jaunes de ptéridine ( xanthoptéridine ),NOUN,=== Les lipophores (xantophores et érythrophores) === Les chromatophores qui contiennent d'importantes quantités de pigments jaunes de ptéridine (xanthoptéridine),https://fr.wikipedia.org/wiki/Chromatophore
chromatophore,SPECIES,migrer,le pigment,NOUN,"== Translocation du pigment == Beaucoup d'espèces ont la capacité de faire migrer le pigment à l'intérieur des chromatophores, provoquant un changement de couleur.",https://fr.wikipedia.org/wiki/Chromatophore
chromatophore,SPECIES,provoquer,un changement de couleur,NOUN,"== Translocation du pigment == Beaucoup d'espèces ont la capacité de faire migrer le pigment à l'intérieur des chromatophores, provoquant un changement de couleur.",https://fr.wikipedia.org/wiki/Chromatophore
chromatophore,SPECIES,recouvrir,les iridophores,ADJ,"Ces structures (ou DCU pour Dermal Chromatophore Units) sont constituées d'une couche supérieure de xanthophores et/ou d'érythrophores, puis d'une couche d'iridophores, et enfin d'une couche de mélano",https://fr.wikipedia.org/wiki/Chromatophore
chromatophore,SPECIES,recouvrir,les autres chromatophores,NOUN,"Les mélanophores dermiques plats recouvrent souvent les autres chromatophores, ce qui explique que lorsque le pigment se répand dans la cellule, la peau apparaît sombre.",https://fr.wikipedia.org/wiki/Chromatophore
chromatophore,SPECIES,prendre,leur teinte,NOUN,"Lorsque le pigment est aggloméré au centre de la cellule, les pigments des autres chromatophores sont exposés à la lumière et la peau prend leur teinte.",https://fr.wikipedia.org/wiki/Chromatophore
chromatophore,SPECIES,réaliser,"cette migration de pigment , la peau des animaux avec plusieurs sortes de chromatophores",NOUN,"Comme les autres chromatophores biochromatiques sont également capables de réaliser cette migration de pigment, la peau des animaux avec plusieurs sortes de chromatophores peut générer de cette façon ",https://fr.wikipedia.org/wiki/Chromatophore
chromatophore,SPECIES,générer,une large gamme de couleurs,NOUN,"Comme les autres chromatophores biochromatiques sont également capables de réaliser cette migration de pigment, la peau des animaux avec plusieurs sortes de chromatophores peut générer de cette façon ",https://fr.wikipedia.org/wiki/Chromatophore
chromatophore,SPECIES,quitter,la crête neurale,NOUN,"Quittant la crête neurale par vagues successives, les chromatophores prennent soit un chemin dorsolatéral à travers le derme, entrant dans l'ectoderme par de petits espaces situés dans la lame basale,",https://fr.wikipedia.org/wiki/Chromatophore
chromatophore,SPECIES,prendre,un chemin dorsolatéral à travers le derme,NOUN,"Quittant la crête neurale par vagues successives, les chromatophores prennent soit un chemin dorsolatéral à travers le derme, entrant dans l'ectoderme par de petits espaces situés dans la lame basale,",https://fr.wikipedia.org/wiki/Chromatophore
chromatophore,SPECIES,obtenir,les différents types de chromatophores,NOUN,"Quand et comment les cellules multipotentes précurseurs des chromatophores, appelées chromatoblastes, se différencient pour obtenir les différents types de chromatophores est en cours de recherche.",https://fr.wikipedia.org/wiki/Chromatophore
chromatophore,SPECIES,jouer,un rôle important,NOUN,factor (mitf) jouent un rôle important dans la différenciation des chromatophores.,https://fr.wikipedia.org/wiki/Chromatophore
chromatophore,SPECIES,comprendre,le fonctionnement des chromatophores,NOUN,"== Applications pratiques == En plus de la recherche fondamentale pour mieux comprendre le fonctionnement des chromatophores, les cellules sont également utilisées en recherche appliquée.",https://fr.wikipedia.org/wiki/Chromatophore
chromatophore,SPECIES,former,les rayures horizontales régulières observables,NOUN,"Par exemple, la larve du poisson zèbre est étudiée pour comprendre comment les chromatophores s'organisent et communiquent pour former les rayures horizontales régulières observables chez l'adulte.",https://fr.wikipedia.org/wiki/Chromatophore
chromatophore,SPECIES,modéliser,"certaines affections humaines , comme le mélanome ou l' albinisme",NOUN,"La biologie des chromatophores est également utilisée pour modéliser certaines affections humaines, comme le mélanome ou l'albinisme.",https://fr.wikipedia.org/wiki/Chromatophore
chromatophore,SPECIES,présenter,certains types de déficience visuelle,NOUN,"Les chromatophores sont aussi utilisés comme biomarqueur de la cécité chez les espèces à sang froid, car les animaux présentant certains types de déficience visuelle ne parviennent pas à réaliser l'ho",https://fr.wikipedia.org/wiki/Chromatophore
chromatophore,SPECIES,réaliser,l' homochromie,NOUN,"Les chromatophores sont aussi utilisés comme biomarqueur de la cécité chez les espèces à sang froid, car les animaux présentant certains types de déficience visuelle ne parviennent pas à réaliser l'ho",https://fr.wikipedia.org/wiki/Chromatophore
chromatophore,SPECIES,concerner,les changements de couleur des chromatophores,NOUN,"Des applications militaires potentielles concernant les changements de couleur des chromatophores ont été proposées, principalement comme type de camouflage actif.",https://fr.wikipedia.org/wiki/Chromatophore
chromatophore,SPECIES,actionner,leurs chromatophores,NOUN,"Les poulpes actionnent leurs chromatophores par vagues, obtenant une manifestation chromatique complexe et de rapides changements de couleurs.",https://fr.wikipedia.org/wiki/Chromatophore
chromatophore,SPECIES,obtenir,une manifestation chromatique complexe et de rapides changements de couleurs,NOUN,"Les poulpes actionnent leurs chromatophores par vagues, obtenant une manifestation chromatique complexe et de rapides changements de couleurs.",https://fr.wikipedia.org/wiki/Chromatophore
céphalopode,SPECIES,utiliser,le changement de couleur,NOUN,"Comme d'autres animaux, les céphalopodes utilisent le changement de couleur dans leurs interactions sociales.",https://fr.wikipedia.org/wiki/Chromatophore
